id,rating,year,img,name,link,location,type,lat,lng
1,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7b13c846-7132-49f9-9f77-ee3383d3549f.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Shin Sushi,https://guide.michelin.com//en/california/encino/restaurant/shin-sushi,Encino,"Japanese, Japanese",34.157841,-118.494148
2,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6c4fbaae-37fd-471e-b771-1f352b7c454c.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Hayato,https://guide.michelin.com//en/california/us-los-angeles/restaurant/hayato,Los Angeles,"Japanese, Japanese",34.033806,-118.241882
3,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0fa885e5-4657-4b30-b287-6d9dc4710110.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Angler SF,https://guide.michelin.com//en/california/san-francisco/restaurant/angler,San Francisco,"Contemporary, Contemporary",37.793167,-122.392128
4,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/994288db-b02c-4e56-b7c0-68603881ca7e.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Harbor House,https://guide.michelin.com//en/california/elk/restaurant/harbor-house,Elk,"Californian, Californian",39.135876,-123.719444
5,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/16565e7e-e0b5-4449-a582-034756fe49ba.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Addison,https://guide.michelin.com//en/california/us-san-diego/restaurant/addison,San Diego,"Contemporary, Contemporary",32.941296,-117.198891
6,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e641ee3f-410d-419d-a788-9b2b2fea3731.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Taco María,https://guide.michelin.com//en/california/us-costa-mesa/restaurant/taco-maria,Costa Mesa,"Mexican, Mexican",33.694958,-117.925751
7,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a87dfca8-f7c8-4b27-8cc6-ed35668fde18.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Hana re,https://guide.michelin.com//en/california/us-costa-mesa/restaurant/hana-re,Costa Mesa,"Japanese, Japanese",33.677868,-117.885437
8,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/efe3fc77-f5d6-4d21-b24c-0c097dfa5564.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Vespertine,https://guide.michelin.com//en/california/culver-city/restaurant/vespertine,Culver City,Contemporary,34.024204,-118.38166
9,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/82c326a0-0d91-46a0-9264-e45ae8eb8db5.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Shunji,https://guide.michelin.com//en/california/us-los-angeles/restaurant/shunji,Los Angeles,"Japanese, Japanese",34.028496,-118.45195
10,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0c915490-8cc4-4a4a-a913-a4a3634c57ff.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",n/naka,https://guide.michelin.com//en/california/us-los-angeles/restaurant/n-naka,Los Angeles,"Japanese, Japanese",34.025261,-118.412064
11,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/29a0ad6e-23c3-447e-a3c8-2e4156ccb26c.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Mori Sushi,https://guide.michelin.com//en/california/us-los-angeles/restaurant/mori-sushi,Los Angeles,"Japanese, Japanese",34.033398,-118.442291
12,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6553a041-e90a-486e-8867-b6a342bf5185.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Kato,https://guide.michelin.com//en/california/us-los-angeles/restaurant/kato,Los Angeles,"Asian, Asian",34.041908,-118.461098
13,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f2954cdd-cb65-4239-8dab-853e5ba13a18.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Rustic Canyon,https://guide.michelin.com//en/california/santa-monica/restaurant/rustic-canyon,Santa Monica,Californian,34.024952,-118.49118
14,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/488fd3b5-5a4b-4617-a4ed-5cc0bc7e00bc.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Bistro Na’s,https://guide.michelin.com//en/california/temple-city/restaurant/bistro-na-s,Temple City,"Chinese, Chinese",34.104881,-118.071213
15,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2449781c-ebc4-4bbf-bca1-50f0db2cab43.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Sushi Ginza Onodera,https://guide.michelin.com//en/california/west-hollywood/restaurant/sushi-ginza-onodera559850,West Hollywood,"Japanese, Japanese",34.082253,-118.376686
16,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7268a6b7-705b-458d-ad9f-25470498ad4c.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Providence,https://guide.michelin.com//en/california/hollywood/restaurant/providence,Hollywood,Seafood,34.083576,-118.330185
17,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dd22cb6c-3d4b-4039-b373-e99bff42cf3b.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Osteria Mozza,https://guide.michelin.com//en/california/us-los-angeles/restaurant/osteria-mozza,Los Angeles,Italian,34.083309,-118.33876
18,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4ddc0b6e-a00e-4646-a5d2-19dd55b3f9b2.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Kali,https://guide.michelin.com//en/california/hollywood/restaurant/kali,Hollywood,Californian,34.083355,-118.324501
19,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/085210a0-1cdf-4a9d-bd8e-3e4033cfcd28.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Shibumi,https://guide.michelin.com//en/california/us-los-angeles/restaurant/shibumi559644,Los Angeles,"Japanese, Japanese",34.044155,-118.256134
20,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3de140a4-3f20-4f5d-9ef2-8527a399896b.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Q Sushi,https://guide.michelin.com//en/california/us-los-angeles/restaurant/q-sushi,Los Angeles,"Japanese, Japanese",34.046883,-118.255844
21,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b6e91823-7016-44f5-95e3-9bdd69809bf3.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Orsa & Winston,https://guide.michelin.com//en/california/us-los-angeles/restaurant/orsa-winston,Los Angeles,"Contemporary, Contemporary",34.04847,-118.247948
22,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7f785c47-339f-4288-8e88-7e61e6380b70.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Le Comptoir,https://guide.michelin.com//en/california/us-los-angeles/restaurant/le-comptoir,Los Angeles,"Californian, Californian",34.063465,-118.300453
23,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/480b68c4-e708-4336-9e52-02d47d0d6bf7.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Nozawa Bar,https://guide.michelin.com//en/california/beverly-hills/restaurant/nozawa-bar,Beverly Hills,"Japanese, Japanese",34.068333,-118.398407
24,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3ab24e3c-eedc-4590-93fb-a090a1163b6d.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Maude,https://guide.michelin.com//en/california/beverly-hills/restaurant/maude,Beverly Hills,"Contemporary, Contemporary",34.064346,-118.39904
25,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/712ec5e6-0f5a-4e41-9696-ee780123be23.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",CUT,https://guide.michelin.com//en/california/beverly-hills/restaurant/cut559418,Beverly Hills,"Steakhouse, Steakhouse",34.067036,-118.401024
26,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/772e2414-ecf1-412f-ae2d-96fb8c5cd123.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Aubergine,https://guide.michelin.com//en/california/carmel-by-the-sea/restaurant/aubergine,Carmel-by-the-Sea,"Contemporary, Contemporary",36.554062,-121.924355
27,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b7fa53f6-2be6-4aab-b5cc-5f49aa4a7203.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",The Kitchen,https://guide.michelin.com//en/california/us-sacramento/restaurant/the-kitchen559371,Sacramento,"Contemporary, Contemporary",38.58905,-121.41423
28,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b9cc64d2-6c78-4cd9-b54c-ed5c90435328.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Bar Crenn,https://guide.michelin.com//en/california/san-francisco/restaurant/bar-crenn,San Francisco,"French, French",37.798435,-122.435806
29,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/22551396-5be1-4396-aeaf-7d1f1802f063.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Protégé,https://guide.michelin.com//en/california/palo-alto/restaurant/protege,Palo Alto,"Contemporary, Contemporary",37.427853,-122.143623
30,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/217cd181-9700-4e69-b9fd-c466e6869768.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Birdsong,https://guide.michelin.com//en/california/san-francisco/restaurant/birdsong,San Francisco,"American, American",37.779495,-122.410477
31,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dd65bdc4-c5ab-4828-a5d1-feccae8387ca.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Sorrel,https://guide.michelin.com//en/california/san-francisco/restaurant/sorrel,San Francisco,"Californian, Californian",37.788334,-122.446136
32,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/79329cc9-7a44-4f39-88e8-08e24295d8b2.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Madcap,https://guide.michelin.com//en/california/san-anselmo/restaurant/madcap,San Anselmo,"Contemporary, Contemporary",37.974712,-122.561684
33,3,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d7a4d2aa-f939-4416-8778-fb958a601f31.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",SingleThread,https://guide.michelin.com//en/california/healdsburg/restaurant/singlethread,Healdsburg,"Contemporary, Contemporary",38.612259,-122.86972
34,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f38c76aa-1e80-4c6b-946d-5bdf6bb2fbdf.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Kenzo,https://guide.michelin.com//en/california/napa/restaurant/kenzo,Napa,Japanese,38.29924,-122.289284
35,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e2139473-e437-413d-83e3-4f347b3472a7.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",In Situ,https://guide.michelin.com//en/california/san-francisco/restaurant/in-situ,San Francisco,"International, International",37.785633,-122.401131
36,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/03755aac-1bf3-4219-8fd2-3a90d96900a9.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Hashiri,https://guide.michelin.com//en/california/san-francisco/restaurant/hashiri,San Francisco,"Japanese, Japanese",37.783062,-122.407539
37,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0f008343-26bb-41ae-ad69-f54e48d78c83.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Mister Jiu’s,https://guide.michelin.com//en/california/san-francisco/restaurant/mister-jius,San Francisco,"Chinese, Chinese",37.793709,-122.406654
38,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6df5683c-ae9a-4857-b115-47300da193de.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",j?-ni,https://guide.michelin.com//en/california/san-francisco/restaurant/ju-ni,San Francisco,"Japanese, Japanese",37.776718,-122.438858
39,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e80fc1f1-c463-42c9-a6cd-195d7f9a3b94.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Omakase,https://guide.michelin.com//en/california/san-francisco/restaurant/omakase,San Francisco,"Japanese, Japanese",37.770771,-122.402977
40,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4a97c625-5759-4328-914b-1305a31691bb.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Lord Stanley,https://guide.michelin.com//en/california/san-francisco/restaurant/lord-stanley,San Francisco,Contemporary,37.795921,-122.422081
41,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/54b9688e-a234-4e38-9796-8868fe678242.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Sushi Yoshizumi,https://guide.michelin.com//en/california/san-mateo/restaurant/sushi-yoshizumi,San Mateo,"Japanese, Japanese",37.565075,-122.321098
42,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2d030b60-1a6e-44a5-9c43-ec91b3abe4ba.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Californios,https://guide.michelin.com//en/california/san-francisco/restaurant/californios,San Francisco,"Mexican, Mexican",37.77124,-122.413139
43,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/066da823-ec3e-4839-94b5-9d30d8f176d9.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Octavia,https://guide.michelin.com//en/california/san-francisco/restaurant/octavia,San Francisco,Californian,37.788013,-122.427025
44,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/beddafb9-e573-4917-b6b9-e5a1fcf25cc6.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",The Progress,https://guide.michelin.com//en/california/san-francisco/restaurant/the-progress,San Francisco,Californian,37.78371,-122.432823
45,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9100a63a-9e0c-4547-bcbc-453424c53043.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Rasa,https://guide.michelin.com//en/california/burlingame/restaurant/rasa,Burlingame,"Indian, Indian",37.577538,-122.345955
46,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7a1c9f8e-ced5-43a2-98e0-8c22655e2ac3.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Mourad,https://guide.michelin.com//en/california/san-francisco/restaurant/mourad,San Francisco,"Moroccan, Moroccan",37.786949,-122.399872
47,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/36be31d6-0361-4b69-880c-2925413cccba.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Lazy Bear,https://guide.michelin.com//en/california/san-francisco/restaurant/lazy-bear,San Francisco,"Contemporary, Contemporary",37.760204,-122.419693
48,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/78026679-558a-4cdb-8219-b976e30c79ad.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Al's Place,https://guide.michelin.com//en/california/san-francisco/restaurant/al-s-place,San Francisco,"Californian, Californian",37.748924,-122.420128
49,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9bb05f91-a09f-41b0-85c1-35fa0e28b737.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Wako,https://guide.michelin.com//en/california/san-francisco/restaurant/wako,San Francisco,"Japanese, Japanese",37.78307,-122.461533
50,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/66a33641-8b1a-4bf1-a8db-3405b26019e8.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Kin Khao,https://guide.michelin.com//en/california/san-francisco/restaurant/kin-khao,San Francisco,"Thai, Thai",37.785267,-122.409508
51,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/83451c38-5601-42ee-9066-7d07cfbe9426.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Rich Table,https://guide.michelin.com//en/california/san-francisco/restaurant/rich-table,San Francisco,"Contemporary, Contemporary",37.774902,-122.42276
52,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3f9ef6d6-c808-4a42-a7b1-fc96a9086fee.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",State Bird Provisions,https://guide.michelin.com//en/california/san-francisco/restaurant/state-bird-provisions,San Francisco,Californian,37.783737,-122.432831
53,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/03fa68d2-f508-4f85-9b1e-0e556babfaeb.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Keiko à Nob Hill,https://guide.michelin.com//en/california/san-francisco/restaurant/keiko-a-nob-hill,San Francisco,"Japanese, Japanese",37.793121,-122.41433
54,3,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/87b5e296-3f30-4193-a606-d3e7b83d99a1.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Benu,https://guide.michelin.com//en/california/san-francisco/restaurant/benu,San Francisco,"Contemporary, Contemporary",37.78521,-122.398758
55,3,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0ec637d1-b60c-4a21-aede-87ce19045bba.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Atelier Crenn,https://guide.michelin.com//en/california/san-francisco/restaurant/atelier-crenn,San Francisco,"Contemporary, Contemporary",37.798351,-122.43586
56,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cb73d705-e2ae-40fd-87d8-b9e132c771cf.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Michael Mina,https://guide.michelin.com//en/california/san-francisco/restaurant/michael-mina,San Francisco,"Contemporary, Contemporary",37.793285,-122.399414
57,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/55ea199c-2cde-49fe-a854-2a3bf22d3947.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Saison,https://guide.michelin.com//en/california/san-francisco/restaurant/saison,San Francisco,"Californian, Californian",37.763271,-122.415428
58,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a273f13c-1318-47dd-bf44-354a6158d443.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Sons & Daughters,https://guide.michelin.com//en/california/san-francisco/restaurant/sons-daughters,San Francisco,Contemporary,37.790264,-122.409142
59,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/673b771e-f20a-488b-847c-75f74baee226.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Baumé,https://guide.michelin.com//en/california/palo-alto/restaurant/baume,Palo Alto,"Contemporary, Contemporary",37.428249,-122.143074
60,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6f072cfe-4298-4974-9d34-5bfced92a783.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Wakuriya,https://guide.michelin.com//en/california/san-mateo/restaurant/wakuriya,San Mateo,"Japanese, Japanese",37.521141,-122.336601
61,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/92de54b5-60b9-4a8f-b6f0-45ceea5bcd7f.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Madera,https://guide.michelin.com//en/california/menlo-park/restaurant/madera,Menlo Park,"Contemporary, Contemporary",37.420139,-122.21151
62,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f50749cc-b47e-44a4-beb2-48c406248a5d.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Commis,https://guide.michelin.com//en/california/oakland/restaurant/commis,Oakland,Contemporary,37.824684,-122.254845
63,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d41d2a76-6571-4b26-8fc2-594ffd986413.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Luce,https://guide.michelin.com//en/california/san-francisco/restaurant/luce,San Francisco,Contemporary,37.781864,-122.404762
64,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/91e98441-9e23-44fb-a68b-302532945f25.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Spruce,https://guide.michelin.com//en/california/san-francisco/restaurant/spruce,San Francisco,"Californian, Californian",37.78772,-122.452637
65,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f3ec0144-f778-42ae-aae3-3e36c45c8c38.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",SPQR,https://guide.michelin.com//en/california/san-francisco/restaurant/spqr,San Francisco,"Italian, Italian",37.787369,-122.43367
66,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/870998f6-4e06-4ca9-a7a5-1ac0445667e5.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Madrona Manor,https://guide.michelin.com//en/california/healdsburg/restaurant/madrona-manor,Healdsburg,Contemporary,38.604279,-122.886467
67,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4644901b-00b0-4c15-b259-da3ffa0a3764.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Coi,https://guide.michelin.com//en/california/san-francisco/restaurant/coi,San Francisco,"Contemporary, Contemporary",37.798187,-122.403366
68,2,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/60374db0-7429-44a5-b251-f2d3e9d534fb.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Acquerello,https://guide.michelin.com//en/california/san-francisco/restaurant/acquerello,San Francisco,"Italian, Italian",37.791672,-122.42131
69,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d1bafead-fd83-4f42-a41c-6805ce9e6661.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",The Village Pub,https://guide.michelin.com//en/california/woodside/restaurant/the-village-pub,Woodside,"Contemporary, Contemporary",37.42897,-122.251778
70,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b261cf31-5de4-4111-8c29-04f070caf88f.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Plumed Horse,https://guide.michelin.com//en/california/saratoga/restaurant/plumed-horse,Saratoga,"Contemporary, Contemporary",37.256363,-122.035263
71,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8f9239b6-78a6-4794-836f-6f2f6d2c33b9.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Chez TJ,https://guide.michelin.com//en/california/mountain-view/restaurant/chez-tj,Mountain View,"Contemporary, Contemporary",37.39468,-122.080437
72,3,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a5d222ba-c55a-40fc-9130-d07d57e08677.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Manresa,https://guide.michelin.com//en/california/los-gatos/restaurant/manresa,Los Gatos,"Contemporary, Contemporary",37.227612,-121.980713
73,1,MICHELIN Guide California,"https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/39591bd5-22f4-4e80-8bc2-377821a23e69.jpg?width=500&amp;sharp=1"" width=""362"" height=""203",Farmhouse Inn & Restaurant,https://guide.michelin.com//en/california/forestville/restaurant/farmhouse-inn-restaurant,Forestville,Californian,38.490391,-122.883499
